DO ID	DO term	OMIM ID	DO Exact Synonym
"DOID:5727"	"uterine ligament cancer"		tumor of the uterine Ligament
"DOID:1679"	"cystitis"		
"DOID:11353"	"bladder diverticulum"	109820	Diverticulum - bladder, Diverticulum of bladder
"DOID:12143"	"neurogenic bladder"		Neuropathic bladder, neurogenic dysfunction of the urinary bladder, neurogenic urinary bladder disorder
"DOID:12144"	"low compliance bladder"		Low bladder compliance, hyperactivity of bladder, hypertonic bladder, hypertonicity of bladder
"DOID:12145"	"detrusor sphincter dyssynergia"		
"DOID:13948"	"bladder neck obstruction"		Obstruction of bladder neck or vesicourethral orifice
"DOID:724"	"female stress incontinence"		Stress incontinence - female, female urinary stress incontinence
"DOID:366"	"olfactory nerve neoplasm"		neoplasm of olfactory nerve (disorder), tumor of Olfactory nerve
"DOID:369"	"olfactory neuroblastoma"		Asthesioneuroblastoma (morphologic abnormality), Esthesioneuroblastoma (morphologic abnormality), Esthesioneuroepithelioma (morphologic abnormality), Esthesioneuroepithelioma [dup] (morphologic abnormality), Olfactory Esthesioneuroblastoma, paranasal sinus Olfactory neuroblastoma
"DOID:8256"	"olfactory neural tumor"		
"DOID:367"	"olfactory nerve disease"		disorder of 1st nerve, disorder of olfactory [1st] nerve, disorder of olfactory nerve (disorder)
"DOID:368"	"cerebrum cancer"		cerebral cancer, neoplasm of cerebrum (disorder), tumor of Cerebrum
"DOID:1659"	"supratentorial cancer"		Brain neoplasm, Supratentorial, malignant Supratentorial tumor
"DOID:14384"	"parietal lobe neoplasm"		malignant neoplasm of parietal lobe, tumor of Parietal Lobe
"DOID:12016"	"frontal lobe neoplasm"		malignant neoplasm of frontal lobe (disorder), malignant neoplasm of frontal lobe, neoplasm of frontal lobe (disorder), tumor of Frontal Lobe
"DOID:2135"	"temporal lobe neoplasm"		malignant neoplasm of temporal lobe (disorder), malignant neoplasm of temporal lobe NOS (disorder), malignant neoplasm of temporal lobe, neoplasm of temporal lobe (disorder), tumor of Temporal Lobe
"DOID:3541"	"cerebral ventricle cancer"		Intraventricular tumor of brain, cerebral ventricle neoplasm
"DOID:5815"	"cerebral lymphoma"		brain primary lymphoma, primary Lymphoma of Cerebrum, primary cerebral lymphoma (disorder)
"DOID:6112"	"cerebral meningioma"		Cerebral meningioma (disorder), meningioma of Cerebrum
"DOID:6291"	"cerebral hemisphere lipoma"		Lipoma of the Cerebral Hemisphere
"DOID:7007"	"childhood cerebral astrocytoma"		pediatric astrocytoma of Cerebrum
"DOID:7398"	"cerebral primitive neuroectodermal tumor"		PNET of Cerebrum
"DOID:910"	"occipital lobe neoplasm"		malignant neoplasm of occipital lobe (disorder), malignant neoplasm of occipital lobe, neoplasm of occipital lobe (disorder), tumor of Occipital Lobe
"DOID:371"	"extracranial neuroblastoma"		
"DOID:769"	"neuroblastoma"	256700, 613013, 613014, 613015, 613016	neuroblastoma (Schwannian Stroma-Poor)
"DOID:0050935"	"cervical neuroblastoma"		
"DOID:374"	"nutrition disease"		Nutritional disorder
"DOID:0060158"	"acquired metabolic disease"		
"DOID:5113"	"nutritional deficiency disease"		
"DOID:654"	"overnutrition"		
"DOID:379"	"external ear disease"		Preauricular cyst (disorder), Preauricular cyst, Preauricular sinus and fistula (disorder), Preauricular sinus or fistula NOS (disorder), Preauricular sinus or fistula
"DOID:2742"	"auditory system disease"		Destruction - ear drum, Unspecified disorder of ear, disorder of ear (disorder), ear and mastoid disease, ear disease, ear disorder NOS (disorder), ear disorder NOS, ear disorder
"DOID:3342"	"bone inflammation disease"		Inflammatory disorder of bone, bone inflammatory disease, osteitis
"DOID:10393"	"secondary hypertrophic osteoarthropathy"		Bamberger-Marie disease, HPOA - hypertrophic pulmonary osteoarthropathy, Marie Bamberger disease, hypertrophic pulmonary osteoarthropathy (disorder) [Ambiguous], hypertrophic pulmonary osteoarthropathy (disorder), hypertrophic pulmonary osteoarthropathy
"DOID:1123"	"spondyloarthropathy"	106300	spondarthropathy, spondylarthrosis
"DOID:12225"	"Plica syndrome"		
"DOID:13781"	"hypermobility syndrome"		benign joint hypermobility, hypermobility syndrome (disorder)
"DOID:14107"	"De Quervain disease"		Radial styloid tenosynovitis, Tenosynovitis, de Quervain's
"DOID:14276"	"shoulder impingement syndrome"		Impingement syndrome of shoulder region (disorder), Impingement syndrome of shoulder region, Shoulder impingement syndrome (disorder) [Ambiguous], Subacromial impingement (disorder)
"DOID:14284"	"patellofemoral pain syndrome"		
"DOID:14286"	"neurogenic arthropathy"		Arthropathy associated with neurological disorder, Charcot's arthropathy, Neuropathic arthropathy (& Charcot's)
"DOID:1670"	"Behcet's syndrome arthropathy"		Arthropathy in Behcet's syndrome involving ankle and foot, Arthropathy in Behcet's syndrome involving forearm, Arthropathy in Behcet's syndrome involving hand, Arthropathy in Behcet's syndrome involving lower leg, Arthropathy in Behcet's syndrome involving multiple sites, Arthropathy in Behcet's syndrome involving pelvic region and thigh, Arthropathy in Behcet's syndrome involving shoulder region, Arthropathy in Behcet's syndrome involving upper arm, Behcet syndrome arthropathy
"DOID:2092"	"transient arthritis"		
"DOID:2965"	"bursitis"		Bursitis (disorder), Bursitis NOS (disorder), Bursitis NOS
"DOID:528"	"hydrarthrosis"		
"DOID:6227"	"articular cartilage disease"		Articular cartilage disorder involving ankle and foot, Articular cartilage disorder involving forearm, Articular cartilage disorder involving hand, Articular cartilage disorder involving multiple sites, Articular cartilage disorder involving pelvic region and thigh, Articular cartilage disorder involving shoulder region, Articular cartilage disorder involving upper arm, Articular cartilage disorder of ankle and\/or foot (disorder), Articular cartilage disorder of forearm (disorder), Articular cartilage disorder of forearm, Articular cartilage disorder of hand (disorder), Articular cartilage disorder of hand, Articular cartilage disorder of multiple sites (disorder), Articular cartilage disorder of multiple sites, Articular cartilage disorder of shoulder region (disorder), Articular cartilage disorder of shoulder region, Articular cartilage disorder of the ankle and foot (disorder), Articular cartilage disorder of the forearm (disorder), Articular cartilage disorder of the hand (disorder), Articular cartilage disorder of the pelvic region and thigh (disorder), Articular cartilage disorder of the pelvic region and thigh, Articular cartilage disorder of the shoulder region (disorder), Articular cartilage disorder of the upper arm (disorder), Articular cartilage disorder of upper arm (disorder), Articular cartilage disorder of upper arm, articular cartilage disorder of ankle and\/or foot
"DOID:801"	"hemarthrosis"		Haemarthrosis of shoulder joint, Haemarthrosis of the ankle and foot, Haemarthrosis of the pelvic region and thigh, Hemarthrosis involving ankle and foot, Hemarthrosis involving forearm, Hemarthrosis involving hand, Hemarthrosis involving lower leg, Hemarthrosis involving pelvic region and thigh, Hemarthrosis involving shoulder region, Hemarthrosis involving upper arm, Hemarthrosis of ankle and\/or foot (disorder), Hemarthrosis of forearm (disorder), Hemarthrosis of forearm, Hemarthrosis of hand (disorder), Hemarthrosis of hand, Hemarthrosis of lower leg (disorder), Hemarthrosis of lower leg, Hemarthrosis of shoulder region (disorder), Hemarthrosis of shoulder, Hemarthrosis of the ankle and foot, Hemarthrosis of the ankle and\/or foot (disorder), Hemarthrosis of the forearm (disorder), Hemarthrosis of the forearm, Hemarthrosis of the hand, Hemarthrosis of the lower leg (disorder), Hemarthrosis of the lower leg, Hemarthrosis of the pelvic region and thigh (disorder), Hemarthrosis of the pelvic region and thigh, Hemarthrosis of the shoulder region (disorder), Hemarthrosis of the upper arm (disorder), Hemarthrosis of the upper arm, Hemarthrosis of upper arm (disorder), Hemarthrosis of upper arm
"DOID:9754"	"ganglion or cyst of synovium\/tendon\/bursa"		
"DOID:9898"	"villonodular synovitis"		
"DOID:384"	"Wolff-Parkinson-White syndrome"	194200	Anomalous A-V excitation, Wolff-Parkinson-White pattern (finding), anomalous atrioventricular excitation
"DOID:396"	"Loeffler endocarditis"		Eosinophilic Endomyocardial disease
"DOID:397"	"restrictive cardiomyopathy"	115210, 609578, 612422, 615248	Cardiomyopathy, constrictive, Restrictive cardiomyopathy (disorder), Restrictive cardiomyopathy, primary restrictive cardiomyopathy (disorder)
"DOID:0060036"	"intrinsic cardiomyopathy"		
"DOID:12932"	"endomyocardial fibrosis"		(Becker's disease) or (obscure African cardiomyopathy), African endomyocardial fibrosis, Becker's disease, Endomyocardial sclerosis, Obscure African cardiomyopathy (disorder)
"DOID:399"	"tuberculosis"		tuberculous abscess
"DOID:0060570"	"cardiac tuberculosis"		
"DOID:2957"	"pulmonary tuberculosis"		
"DOID:401"	"multidrug-resistant tuberculosis"		
"DOID:402"	"oral tuberculosis"		Oral tuberculosis (disorder)
"DOID:404"	"gastrointestinal tuberculosis"		Tuberculosis of gastrointestinal tract (disorder), Tuberculosis of gastrointestinal tract NOS (disorder), Tuberculosis of gastrointestinal tract, Tuberculosis of intestines, peritoneum and mesenteric glands (disorder), Tuberculosis of intestines, peritoneum, and mesenteric glands, tuberculosis of intestines, peritoneum and mesenteric glands
"DOID:0060315"	"oral hairy leukoplakia"		hairy leukoplakia
"DOID:10854"	"salivary gland disease"		Non-neoplastic Salivary gland disease, Salivary gland disease
"DOID:10944"	"tongue disease"		
"DOID:4331"	"burning mouth syndrome"		Orodynia, Stomatopyrosis
"DOID:4557"	"oral leukoedema"		Leukedema of mouth
"DOID:5773"	"oral submucous fibrosis"		Oral cavity Submucous Fibrosis, Oral submucosal fibrosis (disorder), Oral submucosal fibrosis, including of tongue
"DOID:9297"	"lip disease"		Lip disorder, disease of lips NOS (disorder), disease of lips, disorder of lip (disorder)
"DOID:9637"	"stomatitis"		
"DOID:9655"	"oral mucosa leukoplakia"		
"DOID:0050599"	"abdominal tuberculosis"		
"DOID:13282"	"intestinal tuberculosis"		tuberculosis of intestine
"DOID:407"	"hepatic tuberculosis"		Tuberculosis of liver (disorder)
"DOID:7332"	"esophageal tuberculosis"		tuberculosis of esophagus
"DOID:9801"	"tuberculous peritonitis"		
"DOID:409"	"liver disease"		disorder of liver (disorder), hepatic disorder
"DOID:11823"	"hepatorenal syndrome"		
"DOID:1852"	"intrahepatic cholestasis"	147480, 211600, 243300, 601847, 602347, 605479, 614972, 615878	intrahepatic cholestasis of pregnancy
"DOID:2237"	"hepatitis"		acute and subacute liver necrosis (disorder), acute and subacute liver necrosis NOS (disorder), acute and subacute liver necrosis, acute and subacute necrosis of liver, acute hepatitis (disorder), acute hepatitis, acute\/subac. necrosis of liver, animal hepatitis, chronic hepatitis, chronic persistent hepatitis
"DOID:5082"	"liver cirrhosis"		Cirrhosis, cirrhosis of liver
"DOID:893"	"Wilson disease"	277900	Cerebral pseudosclerosis (disorder), Westphal pseudosclerosis, Westphal-Strumpell syndrome (disorder), Wilson's disease (disorder), Wilson's disease * (disorder), Wilson's disease, hepatolenticular degeneration
"DOID:900"	"hepatopulmonary syndrome"		Hepatopulmonary syndrome (disorder)
"DOID:918"	"liver inflammatory pseudotumor"		Inflammatory Pseudotumor of the Liver
"DOID:9245"	"Alagille syndrome"	118450, 610205	Alagille-Watson syndrome, Arteriohepatic dysplasia (disorder)
"DOID:417"	"hypersensitivity reaction type II disease"		autoimmune disease
"DOID:0060056"	"hypersensitivity reaction disease"		
"DOID:8857"	"lupus erythematosus"		Lupus Erythematosus, Lupus erythematosus (disorder), Lupus erythematosus NOS (disorder), lupus
"DOID:438"	"autoimmune disease of the nervous system"		
"DOID:0060005"	"autoimmune disease of endocrine system"		
"DOID:0060029"	"autoimmune disease of exocrine system"		
"DOID:0060030"	"autoimmune disease of eyes, ear, nose and throat"		
"DOID:0060031"	"autoimmune disease of gastrointestinal tract"		
"DOID:0060032"	"autoimmune disease of musculoskeletal system"		
"DOID:0060039"	"autoimmune disease of skin and connective tissue"		
"DOID:0060049"	"autoimmune disease of urogenital tract"		
"DOID:0060050"	"autoimmune disease of blood"		
"DOID:0060051"	"autoimmune disease of cardiovascular system"		
"DOID:12029"	"sympathetic ophthalmia"		Sympathetic uveitis
"DOID:12132"	"Wegener's granulomatosis"	608710	Granulomatosis - Wegener's, Necrotizing respiratory granulomatosis, Wegener granulomatosis, Wegener's syndrome (disorder)
"DOID:12297"	"Vogt-Koyanagi-Harada disease"		Harada's disease, Vogt-Koyanagi syndrome, Vogt-Koyanagi-Harada disease (disorder), uveomeningoencephalitic syndrome
"DOID:12306"	"vitiligo"	193200	
"DOID:12894"	"Sjogren's syndrome"	270150	Sicca syndrome, Sjogren syndrome, xerodermosteosis
"DOID:12900"	"Mikulicz disease"		Mikulicz's disease
"DOID:13080"	"Jaccoud's syndrome"		Jaccoud syndrome
"DOID:1575"	"rheumatic disease"		
"DOID:2987"	"familial Mediterranean fever"	134610, 249100	benign paroxysmal peritonitis
"DOID:2988"	"antiphospholipid syndrome"	107320	Antiphospholipid syndrome (disorder), Antiphospholipid syndrome, antiphospholipid antibody syndrome
"DOID:849"	"rheumatoid lung disease"		Rheumatoid lung
"DOID:9808"	"Goodpasture syndrome"	233450	anti-glomerular basement membrane disease
"DOID:986"	"alopecia areata"	104000, 610753	Circumscribed alopecia
"DOID:418"	"systemic scleroderma"		PSS (progressive systemic sclerosis), Scleroderma (& [systemic sclerosis]), Scleroderma syndrome, Scleroderma, progressive systemic sclerosis, systemic sclerosis
"DOID:419"	"scleroderma"		dermatosclerosis
"DOID:1577"	"limited scleroderma"		Limited cutaneous systemic sclerosis, systemic sclerosis, limited
"DOID:1578"	"pulmonary systemic sclerosis"		lung disease with systemic sclerosis (disorder), lung disease with systemic sclerosis, lung involvement in systemic sclerosis
"DOID:1580"	"diffuse scleroderma"		diffuse systemic sclerosis, systemic sclerosis, diffuse (disorder)
"DOID:8472"	"localized scleroderma"		Circumscribed scleroderma NOS (disorder), Circumscribed scleroderma, Morphea, Scleroderma, circumscribed or localized, Unspecified circumscribed scleroderma (disorder), localised morphoea, localized morphea (disorder), localized scleroderma (disorder) [Ambiguous]
"DOID:420"	"hypertrichosis"		hypertrichosis (disorder), hypertrichosis NOS (disorder)
"DOID:11669"	"hypertrichosis of eyelid"		
"DOID:4535"	"hypotrichosis"	146520, 146550, 278150, 601553, 604379, 605389, 607903, 612841, 613981, 614237, 614238, 615059, 615885, 615896	
"DOID:1838"	"Menkes disease"	309400	COPPER TRANSPORT DISEASE, Menkes kinky-hair syndrome (disorder), steely hair syndrome
"DOID:4409"	"folliculitis"		(Folliculitis) or (seborrhea capitis)
"DOID:422"	"congenital structural myopathy"		
"DOID:3191"	"nemaline myopathy"	161800, 256030, 605355, 609273, 609284, 609285, 610687, 615348, 615731, 616165	Nemaline body disease, nemaline rod myopathy, rod myopathy
"DOID:3529"	"central core myopathy"	117000	central core disease (disorder), central core disease
"DOID:0050760"	"X-linked myopathy with excessive autophagy"		XMEA
"DOID:0080089"	"tubular aggregate myopathy"	160565, 615883	
"DOID:0080090"	"reducing body myopathy"	300717, 300718	
"DOID:0080091"	"spheroid body myopathy"	182920	
"DOID:0080092"	"myofibrillar myopathy 1"	601419	desminopathy
"DOID:0080093"	"myofibrillar myopathy 2"	608810	alpha-b crystallinopathy
"DOID:0080094"	"myofibrillar myopathy 3"	609200	myotilinopathy
"DOID:0080095"	"myofibrillar myopathy 4"	609452	zaspopathy
"DOID:0080096"	"myofibrillar myopathy 5"	609524	filaminopathy
"DOID:0080097"	"myofibrillar myopathy 6"	612954	
"DOID:0080098"	"myofibrillar myopathy 7"	613869	alpha-b crystalin-related fatal infantile hypertonic myofibrillar myopathy
"DOID:0080099"	"myopathy, lactic acidosis, and sideroblastic anemia"	500011, 600462, 613561	
"DOID:0080100"	"congenital myopathy"	255300	
"DOID:0080108"	"myoglobinuria"	160010, 268200, 550500	
"DOID:14717"	"centronuclear myopathy"	160150, 255200, 310400, 614408, 614807, 615959	myotubular myopathy
"DOID:431"	"myofascial pain syndrome"		
"DOID:633"	"myositis"	160750	Inflammatory disorder of muscle (disorder)
"DOID:699"	"mitochondrial myopathy"	251900	mitochondrial cytopathy (disorder)
"DOID:767"	"muscular atrophy"		Amyotrophia NOS (disorder), Amyotrophia NOS, Muscle atrophy (disorder), Muscle wasting, Muscular atrophy, Wasting - muscle
"DOID:853"	"polymyalgia rheumatica"		Polymyalgia rheumatica (disorder), Polymyalgia rheumatica [dup] (disorder), Polymyalgia rheumatica
"DOID:929"	"myopathy of extraocular muscle"		Myopathy of extraocular muscles (disorder)
"DOID:9884"	"muscular dystrophy"	158800, 159050, 309930, 309950, 310000, 310095, 600416	
"DOID:424"	"pulmonary immaturity"		primary atelectasis of newborn, primary atelectasis, in perinatal period
"DOID:850"	"lung disease"		
"DOID:436"	"posterior mediastinum cancer"		
"DOID:5559"	"mediastinal cancer"		Tumour of mediastinum, mediastinal tumor, mediastinum cancer, neoplasm of mediastinum (disorder)
